       TIC   RAJ2000   DEJ2000 class   varname       r   source
---------- --------- --------- ----- --------- ------- --------
 233679640 260.33665  60.05820    EA             0.000 VilaNova
 233720276 276.35774  62.94039    EA             0.000 VilaNova
 233722938 276.66934  62.73753    EA             0.000 VilaNova
 233731070 277.44377  62.25859    EB             0.000 VilaNova
 233735068 277.47689  61.04946    EA             0.000 VilaNova
 233866651 304.25542  57.79779    EA             0.000 VilaNova
 233904049 304.74561  56.60534    EW             0.000 VilaNova
 233964642  36.49875 -63.64755    EA             0.000 VilaNova
 234211934 101.66680   1.15438    EA             0.000 VilaNova
 234290005 336.36327 -60.93982    EA             0.000 VilaNova
 234347951  39.10605 -70.97059    EA             0.000 VilaNova
 234491752   9.30584 -63.82013    EB             0.000 VilaNova
 234494090   9.81241 -63.20725    EA             0.000 VilaNova
 234518605  14.51235 -62.23951    EA             0.000 VilaNova
 234523599  15.55117 -61.75602    EA             0.000 VilaNova
 234624242  96.54193   2.09932    EA  V873 Mon   0.063     GCVS
 234840976  98.00253   4.87802    EA             0.000 VilaNova
 234874474  98.09033   1.32749    EB             0.000 VilaNova
 234933888  98.46232   4.52545    EA             0.000 VilaNova
 235000060 351.06493 -62.36924    EW             0.000 VilaNova
 235000061 351.06506 -62.36852    EW             0.000 VilaNova
 235009317 352.64590 -61.97439    EA             0.000 VilaNova
 235718636 255.08491  83.42138    EA             0.000 VilaNova
 235982927 300.67559  79.45075    EA             0.000 VilaNova
 236004686 250.99064  26.29560    EA V1476 Her   0.063     GCVS
 236046394 313.01491  34.65763    EA             0.000 VilaNova
 236111166 313.29379  34.11891    EA V2021 Cyg   0.060     GCVS
 236313673 240.70094  25.34395    EB             0.000 VilaNova
 236327696 241.71124  27.27629    EW             0.000 VilaNova
 236333974 242.19648  25.19566    EW V1454 Her   0.079     GCVS
 236338880 242.52124  25.61523    EB             0.000 VilaNova
 236387002 244.43002  26.30418    EA             0.000 VilaNova
 236445129 314.26849  31.66101    EA             0.000 VilaNova
 236537131 314.55606  35.17491    EA             0.000 VilaNova
 236884425 303.29231  62.07317    EW             0.000 VilaNova
 236887394 303.38174  65.16208    EA  V592 Dra   0.017     GCVS
 236901679 303.92330  65.85361    EB    IP Dra   0.073     GCVS
 236973844 304.90303  62.25744    EA             0.000 VilaNova
 237069277 306.97433  63.41488    EA             0.000 VilaNova
 237105790 256.02334  80.32917    EA    RT UMi   0.144     GCVS
 237114978 269.67157  58.16148    EW             0.000 VilaNova
 237116051 269.79313  58.71651    EA             0.000 VilaNova
 237117591 269.90275  55.03808    EA             0.000 VilaNova
 237130278 277.80573  52.78541    EW             0.000 VilaNova
 237200747 293.03271  74.89113    EA             0.000 VilaNova
 237234024 297.52410  75.11707    EA             0.000 VilaNova
 237277760 299.11988  73.61598    EA             0.000 VilaNova
 237290473 300.84665  73.52939    EA             0.000 VilaNova
 237332597 346.82893 -60.87634    EA             0.000 VilaNova
 237342298  60.23704 -51.12429    EA             0.000 VilaNova
 237635371 103.44504   5.61163    EA    CK Mon   0.475     GCVS
 237915523  56.18556 -61.09826    EW             0.000 VilaNova
 237944385 101.22731 -48.70780    EA             0.000 VilaNova
 238162238 106.39604 -48.84007    EA             0.000 VilaNova
 238196979  57.03345 -72.89029    EA             0.000 VilaNova
 238197709  57.26552 -72.94741    EA             0.000 VilaNova
 238229705  59.16272 -75.06627    EA             0.000 VilaNova
 238409965  69.56596  20.68473    EA    HU Tau   0.013     GCVS
 238607300 132.71335  19.35730    EB    LL Cnc   0.082     GCVS
 238626074  12.84837  45.31169    EA             0.000 VilaNova
 238742795  43.88068  47.37662    EA             0.000 VilaNova
 238892775  40.91126 -71.95031    EW             0.000 VilaNova
 238896417  93.67969 -50.21105    EA             0.000 VilaNova
 238896431  93.66277 -50.18992    EA             0.000 VilaNova
 239004471  83.80825  37.40444    EA             0.000 VilaNova
 239022536  83.86523  37.90194    EA             0.000 VilaNova
 239052494  84.38545  37.08674    EA             0.000 VilaNova
 239104484  84.72136  37.45409    EA             0.000 VilaNova
 239187696 113.65603  31.86949    EA             0.000 VilaNova
 239262664 299.92879  42.91945    EA             0.000 VilaNova
 239290086 300.28273  44.67033    EW             0.000 VilaNova
 239291500 300.33252  44.14413    EA             0.000 VilaNova
 239661117  64.64146  34.61107    EB             0.000 VilaNova
 239808300  87.10005  30.95099    EB  V849 Aur   0.044     GCVS
 239984394  94.46463  32.50460    EA  V406 Aur   0.049     GCVS
 239990694  94.60721  34.49418    EB  V644 Aur   0.190     GCVS
 240122720 101.14318  33.74906    EA             0.000 VilaNova
 240154683 101.53803  34.41467    EA             0.000 VilaNova
 240155327 101.55282  35.18066    EA             0.000 VilaNova
 240175453 169.22011  14.07364    EW  V339 Leo   0.060     GCVS
 240178198 292.92167  46.81213    EW             0.000 VilaNova
 240706234  10.02612  50.23764    EW             0.000 VilaNova
 240764987 340.14181 -15.78909    EA             0.000 VilaNova
 240873079  17.01360  49.09852    EW             0.000 VilaNova
 240911239  17.59592  51.26853    EW             0.000 VilaNova
 240911922  17.61106  51.78146    EA             0.000 VilaNova
 240947891  18.57197  48.99045    EA             0.000 VilaNova
 240962482  18.99566  52.77779    EA             0.000 VilaNova
 241013310  20.05340  48.61149    EA             0.000 VilaNova
 241017747  20.16905  51.59477    EA             0.000 VilaNova
 241078868  28.99205  50.67438    EW             0.000 VilaNova
 241198554 160.87585  28.68586    EA    UW LMi   0.057     GCVS
 241209525  93.14500  49.62789    EB  V856 Aur   0.004     GCVS
 241247657  94.80433  49.70193    EB    HL Aur   0.042     GCVS
 241351537 330.15177  -2.74080    EA    FF Aqr   0.086     GCVS
 241393039  24.38849  -2.14021    EW             0.000 VilaNova
 241532550 206.55701 -51.03779    EA             0.000 VilaNova
 241578867  25.68832  -3.40930    EW             0.000 VilaNova
 241750015 208.94983 -51.71654    EA  V892 Cen   0.031     GCVS
 242149417 210.20757 -42.34832    EB             0.000 VilaNova
 242323067 212.64965 -45.00904    EB             0.000 VilaNova
 242328834 212.67192 -47.76900    EW  V759 Cen   0.013     GCVS
 242799145   8.77911  22.19174    EA             0.000 VilaNova
 242843658   9.33534  22.34583    EA             0.000 VilaNova
 242915654 295.89224  -9.06724    EA V1461 Aql   0.080     GCVS
 242944454  58.60488  12.06884    EW             0.000 VilaNova
 242991317  60.17008  12.49035    EA             0.000 VilaNova
 243192504 202.99062 -47.10397    EA             0.000 VilaNova
 243248327 235.87689  59.11380    EA             0.000 VilaNova
 243319567 289.70033  55.59434    EW             0.000 VilaNova
 243352373 290.26863  56.32833    EW             0.000 VilaNova
 243352809 290.40201  56.84314    EB             0.000 VilaNova
 243391162 205.05913 -45.71646    EA             0.000 VilaNova
 243391171 205.06035 -45.70992    EA             0.000 VilaNova
 243475355 205.91702 -42.06752    EB             0.000 VilaNova
 243643549 207.35037 -45.07009    EB             0.000 VilaNova
 243662768 207.53171 -44.85089    EA             0.000 VilaNova
 244163413   5.16400  -5.14312    EA             0.000 VilaNova
 244207973  73.34126  -3.38185    EW             0.000 VilaNova
 244208023  73.28580  -3.49798    EA             0.000 VilaNova
 244250449  74.31027  -3.60129    EA             0.000 VilaNova
 244252435  74.37704  -3.95014    EA             0.000 VilaNova
 245527958 252.02092 -46.02421    EW             0.000 VilaNova
 245617756  39.75376  59.71530    EW  V683 Cas   0.014     GCVS
 245863693  68.68057  15.26509    EA             0.000 VilaNova
 245950209  70.51944  14.32651    EW             0.000 VilaNova
 245999208 252.51005 -42.60235    EB  V569 Sco   0.153     GCVS
 246119799 252.45326 -47.12939    EW  V878 Ara   0.031     GCVS
 246545297 252.90494 -44.96266    EA  V889 Sco   0.060     GCVS
 246893580   9.11704 -25.67304    EB    RT Scl   0.032     GCVS
 246931732  33.83657  22.56974    EB    RX Ari   0.062     GCVS
 246938869  34.43916  18.45500    EB    AD Ari   0.011     GCVS
 246971220  35.52759  22.87359    EA    AF Ari   0.027     GCVS
 247003050  36.50567  22.44588    EW    CY Ari   0.020     GCVS
 247145147 253.55606 -46.67718    EA             0.000 VilaNova
 247205466 314.08947  24.78216    EA             0.000 VilaNova
 247923859  88.08909  16.28355    EA    AM Tau   0.080     GCVS
 247996419 324.70579  26.69283    EW    BX Peg   0.010     GCVS
 248067933 325.60826  28.82977    EB V2490 Cyg   0.061     GCVS
 248074315 192.95923 -42.82225    EA             0.000 VilaNova
 248111238 193.56006 -46.59087    EA             0.000 VilaNova
 248348545  17.18237  -3.66786    EW             0.000 VilaNova
 248399337  76.75880  -0.79240    EW             0.000 VilaNova
 248403190  76.94438  -2.74396    EA             0.000 VilaNova
 248410138  76.99871  -5.84380    EB             0.000 VilaNova
 248525922 318.30710  -4.26673    EA    OR Aqr   0.061     GCVS
 249943198  38.79847  49.86034    EW             0.000 VilaNova
 250195155  65.17071  -1.73982    EA             0.000 VilaNova
 250196734  65.21847  -2.62542    EA             0.000 VilaNova
 250203533 320.35336  -3.16026    EW    HV Aqr   0.061     GCVS
 250387838  30.26767  -2.49524    EA             0.000 VilaNova
 250453538  30.51119  51.85155    EB             0.000 VilaNova
 251078096  37.19155  -2.48782    EB             0.000 VilaNova
 251087387  37.61659  -0.53122    EA             0.000 VilaNova
 251094451  38.06661  -5.91425    EW             0.000 VilaNova
 251829135   6.41863 -34.82894    EW             0.000 VilaNova
 251857120   8.80364 -32.93429    EB             0.000 VilaNova
 252096958  15.53818  59.92862    EW             0.000 VilaNova
 252140076  16.13887  55.55915    EA             0.000 VilaNova
 252214164  72.03468  54.81554    EA             0.000 VilaNova
 252294709  73.68831  55.43723    EA             0.000 VilaNova
 252668569 346.77152  50.95862    EA             0.000 VilaNova
 252697796 347.25361  49.61429    EA    CZ And   0.060     GCVS
 252725557 347.48002  48.39309    EW             0.000 VilaNova
 252737605 347.79208  53.02584    EB    RT And   0.036     GCVS
 252791409 164.41648  47.75808    EA             0.000 VilaNova
 252906811 104.41206  49.86498    EA             0.000 VilaNova
 252914221 104.90787  52.07111    EA             0.000 VilaNova
 253657883 281.47826 -39.41959    EA             0.000 VilaNova
 253715855 282.06512 -37.18026    EA             0.000 VilaNova
 253749178 282.34348 -36.76230    EA             0.000 VilaNova
 253826623 283.22479 -40.29763    EA             0.000 VilaNova
 253844234 283.19748 -39.24787    EA             0.000 VilaNova
 253922296 338.12621 -31.24422    EA             0.000 VilaNova
 253928535 338.50518 -30.60501    EA             0.000 VilaNova
 253929719 338.43377 -35.18705    EA             0.000 VilaNova
 254039358 285.25317 -40.38927    EA             0.000 VilaNova
 254045302 285.41221 -36.89071    EA             0.000 VilaNova
 254258206 288.56210 -36.24437    EA             0.000 VilaNova
 254298146 355.08573 -25.50206    EB             0.000 VilaNova
 255350388 239.71064 -44.95771    EA             0.000 VilaNova
 255548311  95.48602 -50.92568    EA             0.000 VilaNova
 255565860  96.35668 -51.99108    EA             0.000 VilaNova
 255567460  96.44334 -53.10357    EA             0.000 VilaNova
 255586667  96.69217 -53.06362    EB             0.000 VilaNova
 255587619  96.84090 -53.10308    EA             0.000 VilaNova
 255682622  98.58199 -48.55550    EW             0.000 VilaNova
 255700967  98.90144 -52.33937    EA             0.000 VilaNova
 255744818  99.25956 -52.01643    EA             0.000 VilaNova
 255802749  14.48742  60.10416    EA             0.000 VilaNova
 255806138 219.44255  52.03271    EA             0.000 VilaNova
 255907472 247.07207  37.19004    EW             0.000 VilaNova
 255908136 247.09599  36.93382    EA             0.000 VilaNova
 255921197 307.44199  71.41863    EA             0.000 VilaNova
 256258168 276.41134  18.29450    EA    AW Her   0.098     GCVS
 256298934 276.48718  68.96208    EB             0.000 VilaNova
 256327585 298.55027  60.72669    EA             0.000 VilaNova
 256352113 322.74648  70.82323    EB             0.000 VilaNova
 256368884 298.36268  60.86797    EA             0.000 VilaNova
 256512446 299.43621  60.66204    EA             0.000 VilaNova
 256516208 299.49531  64.76724    EA             0.000 VilaNova
 256640207 327.54640  71.44396    EA             0.000 VilaNova
 256640561 327.89737  71.88575    EB             0.000 VilaNova
 256775514  50.77726   3.06781    EB             0.000 VilaNova
 256797617 301.07011  61.09233    EW  V811 Cep   0.023     GCVS
 256865831 301.63219  62.54589    EA             0.000 VilaNova
 257002707 223.93251  76.30658    EW             0.000 VilaNova
 257023157 225.24886  73.05320    EW    TV UMi   0.019     GCVS
 257060367 329.92508  36.28397    EW             0.000 VilaNova
 257241363 112.01814  30.32240    EA             0.000 VilaNova
 257266102 268.47823 -34.75272    EB  V906 Sco   0.056     GCVS
 257273424 256.88072  28.04203    EW             0.000 VilaNova
 257525627  45.81176 -23.18667    EW             0.000 VilaNova
 257567854  52.81803 -23.81968    EA             0.000 VilaNova
 257648522 259.16308  29.75056    EA             0.000 VilaNova
 257691369  77.86071 -55.31003    EA             0.000 VilaNova
 257737073  32.37400 -85.30347    EA             0.000 VilaNova
 258020812 328.18207  21.74803    EA  V466 Peg   0.046     GCVS
 258108067 238.80156  26.48627    EA             0.000 VilaNova
 258177999 239.57045  24.64804    EA             0.000 VilaNova
 258271315 283.03934  38.15893    EA             0.000 VilaNova
 258314976 182.22417 -44.32599    EA             0.000 VilaNova
 258351350 296.51058  69.91917    EB             0.000 VilaNova
 258773798 286.17790  66.30199    EW             0.000 VilaNova
 258776281 286.49166  70.20771    EW  V580 Dra   0.054     GCVS
 258777137 286.74740  71.71230    EA             0.000 VilaNova
 258826816 287.37049  69.78544    EA             0.000 VilaNova
 258837989 197.79871 -47.28942    EB             0.000 VilaNova
 258918831 288.63832  69.44312    EA             0.000 VilaNova
 258923466 288.66799  71.51312    EA             0.000 VilaNova
 259006185 290.34139  70.20811    EA             0.000 VilaNova
 259070502 113.44986 -14.52390    EA             0.000 VilaNova
 259126549 291.41184  69.11301    EA             0.000 VilaNova
 259126645 291.47939  68.93532    EA             0.000 VilaNova
 259373684  68.13576 -50.21531    EA             0.000 VilaNova
 259470701  70.06078 -48.29797    EA             0.000 VilaNova
 259543079  71.63053 -53.12927    EA             0.000 VilaNova
 259589049  72.43256 -53.00207    EA             0.000 VilaNova
 259671983 318.25081  52.52224    EA             0.000 VilaNova
 259675295  73.71020 -52.91525    EA             0.000 VilaNova
 259701720  74.37378 -52.14606    EA             0.000 VilaNova
 259901124  41.40403 -71.23596    EW             0.000 VilaNova
 259967623 319.00277  64.53674    EA             0.000 VilaNova
 260003467  91.08288 -57.30264    EA             0.000 VilaNova
 260058315  63.98822  46.72667    EA             0.000 VilaNova
 260124760 130.94425 -45.08657    EB             0.000 VilaNova
 260128333  92.13320 -59.54113    EA             0.000 VilaNova
 260131665  92.57462 -54.96864    EB             0.000 VilaNova
 260132330  92.59702 -56.37772    EA             0.000 VilaNova
 260161144  92.78526 -58.28777    EA             0.000 VilaNova
 260162199  92.80414 -55.95325    EW             0.000 VilaNova
 260192157  93.31809 -55.67835    EA             0.000 VilaNova
 260269456  94.25271 -54.63412    EA             0.000 VilaNova
 260273161  66.20185  69.20220    EA             0.000 VilaNova
 260353841  95.05675 -54.53696    EB             0.000 VilaNova
 260370454  95.25085 -54.54913    EB             0.000 VilaNova
 260502102  96.51599 -59.01617    EA             0.000 VilaNova
 260504147  96.43016 -55.16177    EA             0.000 VilaNova
 260536927  96.94822 -59.21578    EA             0.000 VilaNova
 260541250  97.00495 -56.57214    EW             0.000 VilaNova
 260609205  97.45393 -57.25484    EA             0.000 VilaNova
 260659986  98.48523 -59.96054    EA             0.000 VilaNova
 260708271  98.45959 -59.06277    EW             0.000 VilaNova
 260756218 347.26941 -67.64339    EA             0.000 VilaNova
 261089147  81.70719 -81.58534    EW             0.000 VilaNova
 261105201  82.82737 -79.00877    EW             0.000 VilaNova
 261136311  84.13709 -79.52169    EA             0.000 VilaNova
 261138857  84.90010 -79.97754    EW             0.000 VilaNova
 261259291  90.08125 -80.59810    EW    AN Men   0.045     GCVS
 261332760  92.19395 -78.25654    EA             0.000 VilaNova
 261335113  92.33487 -80.69427    EA             0.000 VilaNova
 261656371  20.21810 -80.31684    EA             0.000 VilaNova
 261677352 185.91719 -56.27571    EW             0.000 VilaNova
 261746657  26.55530 -79.86477    EA             0.000 VilaNova
 262020326 323.71982 -72.17383    EA             0.000 VilaNova
 262126225 199.68482 -58.26702    EA  V963 Cen   0.050     GCVS
 262412046  69.27649   1.69199    EA             0.000 VilaNova
 262434790  73.49547   4.02038    EW             0.000 VilaNova
 262465161  73.89306   1.38043    EB             0.000 VilaNova
 262605041 132.35153   1.77207    EA             0.000 VilaNova
 262696097 107.78595   7.45131    EB             0.000 VilaNova
 262758522 108.06621   7.78946    EA             0.000 VilaNova
 262837838  24.12282   1.83903    EW    IP Cet   0.557     GCVS
 262958558  11.46124 -78.82134    EA             0.000 VilaNova
 263035184 264.48917 -39.18961    EW             0.000 VilaNova
 263074592  16.40923 -80.06130    EA             0.000 VilaNova
 263078276  17.80336 -79.17727    EW             0.000 VilaNova
 263078716  17.58305 -80.52908    EB             0.000 VilaNova
 263385369 235.87277 -51.84361    EA    HH Nor  12.341     GCVS
 263635510 164.04948  78.09339    EA             0.000 VilaNova
 263925187 269.99173 -30.07318    EB             0.000 VilaNova
 263930790 276.74989  53.06231    EB             0.000 VilaNova
 263968694 288.52956  78.26639    EW             0.000 VilaNova
 264301570 295.99506  66.61888    EA             0.000 VilaNova
 264459857  81.22735   1.96896    EA  V536 Ori   0.068     GCVS
 264508409 298.52712  48.41858    EA             0.000 VilaNova
 264537668  81.52021   4.85984    EA             0.000 VilaNova
 264540478  81.70929   3.09567    EB             0.000 VilaNova
 264592553  80.70835   3.54444    EA             0.000 VilaNova
 264594193  80.77306   1.05692    EA             0.000 VilaNova
 265015162 126.76642   3.51454    EW             0.000 VilaNova
 265072167 126.94808   5.64968    EA    DE Hya   0.038     GCVS
 265139391 127.70546   2.27405    EA             0.000 VilaNova
 265274458 357.69426  73.15674    EA             0.000 VilaNova
 265334670 308.87291 -70.77085    EB    IY Pav   0.073     GCVS
 265353588 133.86453   4.83465    EA             0.000 VilaNova
 265402860 134.21067   2.50679    EW  V572 Hya   0.153     GCVS
 265435357 316.17943 -77.02377    EB             0.000 VilaNova
 265489698 321.76819 -62.65380    EB             0.000 VilaNova
 265579763  59.44870  49.24110    EA             0.000 VilaNova
 265591866 331.97940 -59.87491    EA             0.000 VilaNova
 265613590 333.16063 -54.29087    EA             0.000 VilaNova
 265614546  94.68849   2.34970    EA             0.000 VilaNova
 265767012  59.93615  48.15125    EA             0.000 VilaNova
 265972568 314.29286  19.64979    EW    LS Del   0.067     GCVS
 266220739  60.59551  49.96649    EA             0.000 VilaNova
 266394699  60.84216  48.84086    EA             0.000 VilaNova
 266735682  29.20787 -21.19541    EA             0.000 VilaNova
 266769521  29.75083 -22.91851    EB             0.000 VilaNova
 266769522  29.75301 -22.91979    EB             0.000 VilaNova
 266770712  30.05017 -18.20783    EB             0.000 VilaNova
 266816672  30.93630 -19.88918    EW             0.000 VilaNova
 266845051 175.57000 -57.56509    EW             0.000 VilaNova
 266920154 306.04954  48.92391    EA             0.000 VilaNova
 266958963  61.90847  50.59050    EA             0.000 VilaNova
 266996791 349.92651 -55.61152    EA             0.000 VilaNova
 267043786   4.33964 -71.91579    EW             0.000 VilaNova
 267195931  93.42129 -40.51951    EA             0.000 VilaNova
 267556582 311.64985  54.87649    EA             0.000 VilaNova
 267703012  63.42479  50.55838    EB             0.000 VilaNova
 267803830  10.86575  32.66418    EA             0.000 VilaNova
 267805178  10.93783  30.93880    EA             0.000 VilaNova
 268289462 298.79889  42.39089    EA             0.000 VilaNova
 268297677 298.85405  43.43496    EB             0.000 VilaNova
 268299560 298.81648  43.67332    EA             0.000 VilaNova
 268305489 298.82863  44.48914    EA             0.000 VilaNova
 268380299 298.80020  46.66556    EA             0.000 VilaNova
 268383780 299.05682  47.90934    EA             0.000 VilaNova
 268387175 299.04056  46.66115    EB             0.000 VilaNova
 268404844 279.43042  85.60869    EA             0.000 VilaNova
 268529943  14.49563 -19.82985    EA             0.000 VilaNova
 268610013 299.16168  45.05192    EA             0.000 VilaNova
 268652258  17.44073 -20.21650    EW             0.000 VilaNova
 268686000  17.63059 -18.06788    EW             0.000 VilaNova
 268686130  17.72335 -18.96065    EW             0.000 VilaNova
 268766053  31.90921 -20.66188    EA             0.000 VilaNova
 268772301 105.33009  -3.12890    EB             0.000 VilaNova
 268944966 349.11271  61.96295    EB             0.000 VilaNova
 269031095 299.58654  46.76553    EA             0.000 VilaNova
 269077015  75.40817   2.90700    EB             0.000 VilaNova
 269078565  75.56694   0.89041    EA             0.000 VilaNova
 269126567 299.70105  43.29561    EA             0.000 VilaNova
 269238622 350.05261  62.30726    EB             0.000 VilaNova
 269342892 119.07218 -48.24490    EB             0.000 VilaNova
 269411609 350.38286  64.22818    EA             0.000 VilaNova
 269450900 292.19529 -36.00026    EA             0.000 VilaNova
 269505148  13.93034  -2.09399    EB             0.000 VilaNova
 269609504 350.65830  65.29956    EA             0.000 VilaNova
 269696430 301.62010  68.27816    EA             0.000 VilaNova
 269696438 301.60720  68.29106    EA             0.000 VilaNova
 269701147 302.02398  66.85058    EA             0.000 VilaNova
 269747005 356.78528  26.56666    EA    BK Peg   0.057     GCVS
 269762258  66.47086 -81.31973    EA             0.000 VilaNova
 269829384 308.46653 -26.34287    EA             0.000 VilaNova
 269852699  69.88398 -79.72742    EA             0.000 VilaNova
 269891803  44.38937  35.23367    EB  V449 Per   0.246     GCVS
 270166263 330.03015 -27.70529    EA             0.000 VilaNova
 270204401 332.71857 -71.97579    EA             0.000 VilaNova
 270215222 262.01384  43.68998    EW V1095 Her   0.314     GCVS
 270288280 215.41680 -33.90714    EB             0.000 VilaNova
 270341486  33.24357 -81.39985    EA             0.000 VilaNova
 270348090 215.48231 -30.84275    EA             0.000 VilaNova
 270371961  32.46398   3.76935    EA             0.000 VilaNova
 270380593  32.78177   2.41802    EA             0.000 VilaNova
 270400213 263.72612  44.19793    EW V1062 Her   0.542     GCVS
 270411008 349.40302 -29.17215    EA             0.000 VilaNova
 270421262 349.49207 -24.62407    EA             0.000 VilaNova
 270491862 232.34237  67.21204    EW             0.000 VilaNova
 270507305  98.89334 -79.71585    EA             0.000 VilaNova
 270517432 293.47362  46.97040    EA             0.000 VilaNova
 270526513 251.49265  82.03726    EA             0.000 VilaNova
 270615728 293.62050  44.96732    EA             0.000 VilaNova
 270616815 293.69333  45.51704    EA             0.000 VilaNova
 270622440 358.81954 -31.88427    EA             0.000 VilaNova
 270622446 358.81913 -31.92147    EA             0.000 VilaNova
 270648838 136.70066   5.46466    EA             0.000 VilaNova
 270665642 353.02279  64.01487    EB             0.000 VilaNova
 270698296 293.77017  46.23658    EW             0.000 VilaNova
 270700608 293.78574  45.01846    EA             0.000 VilaNova
 270704947 293.84137  42.94815    EA             0.000 VilaNova
 270742379 132.05791 -44.87278    EB             0.000 VilaNova
 271040768 294.49697  46.68971    EA             0.000 VilaNova
 271040947 294.46077  46.58973    EA             0.000 VilaNova
 271158877 294.52654  43.39646    EB             0.000 VilaNova
 271164763 294.63589  46.06643    EB             0.000 VilaNova
 271204362 119.52457   7.21353    EA    BU CMi   0.038     GCVS
 271225404 211.10742 -31.31086    EA             0.000 VilaNova
 271241950 353.98232  64.81998    EA             0.000 VilaNova
 271495349 117.71564   3.65093    EW    UZ CMi   0.174     GCVS
 271529021 354.43038  64.30322    EA             0.000 VilaNova
 271529113 354.58452  64.33408    EA             0.000 VilaNova
 271547896 295.22809  46.78489    EB             0.000 VilaNova
 271548206 295.29791  46.92047    EA             0.000 VilaNova
 271596290 108.50863 -74.71115    EA             0.000 VilaNova
 271701447 187.13998 -56.40782    EA             0.000 VilaNova
 271773721 295.62894  46.05136    EA             0.000 VilaNova
 271799457 111.63522 -75.55662    EA             0.000 VilaNova
 271799672 111.54921 -75.90473    EW             0.000 VilaNova
 271864083 126.07211 -26.54812    EA             0.000 VilaNova
 271877841 295.80456  47.67091    EA             0.000 VilaNova
 271893367 112.96565 -73.60615    EA             0.000 VilaNova
 271924412 126.19311 -28.06240    EA             0.000 VilaNova
 271999940 114.85732 -73.76904    EB             0.000 VilaNova
 272058503 187.33286 -54.19786    EA             0.000 VilaNova
 272074664 295.85444  45.89222    EA             0.000 VilaNova
 272079818 296.14968  47.65326    EW             0.000 VilaNova
 272086869 115.67426 -72.53147    EA             0.000 VilaNova
 272176884 296.01641  43.43675    EW             0.000 VilaNova
 272324340 355.93502  61.61527    EW             0.000 VilaNova
 272357134 119.47964 -73.47308    EA             0.000 VilaNova
 272369124 296.43582  44.64156    EA             0.000 VilaNova
 272467271 120.41646 -73.81843    EB             0.000 VilaNova
 272489100 296.55597  43.96776    EA             0.000 VilaNova
 272532173 356.12999  61.98686    EA             0.000 VilaNova
 272539879 356.40312  59.90600    EB             0.000 VilaNova
 272598447 296.57228  47.75263    EA             0.000 VilaNova
 272609309 296.73124  43.84105    EB             0.000 VilaNova
 272622914 356.54386  61.62590    EB             0.000 VilaNova
 272650576 233.23950  70.70439    EA             0.000 VilaNova
 272720444 296.93484  44.85011    EA             0.000 VilaNova
 272781956 238.24030  68.72499    EA             0.000 VilaNova
 272822330 356.57470  62.02595    EA             0.000 VilaNova
 272839425 296.84462  47.10434    EW             0.000 VilaNova
 272841995 297.11978  47.62398    EW             0.000 VilaNova
 272843045 296.99340  47.14665    EA             0.000 VilaNova
 272944291 297.05655  42.98320    EB             0.000 VilaNova
 273042299 297.20246  45.84987    EA             0.000 VilaNova
 273043307 297.14346  46.22847    EA             0.000 VilaNova
 273066197 315.89879  45.75155    EA             0.000 VilaNova
 273131564 297.31316  46.44821    EA             0.000 VilaNova
 273173532 315.97415  46.33053    EB             0.000 VilaNova
 273184318 303.29080  10.34419    EA V1825 Aql   0.025     GCVS
 273372402 297.50803  46.52157    EB             0.000 VilaNova
 273373040 297.54964  46.78279    EB             0.000 VilaNova
 273373712 297.50985  47.05447    EA             0.000 VilaNova
 273376048 297.69440  47.87895    EA             0.000 VilaNova
 273501820 297.74107  42.99609    EB             0.000 VilaNova
 273566363 316.12580  46.22551    EA             0.000 VilaNova
 273574141 297.92318  43.25628    EB             0.000 VilaNova
 273582296 297.89444  45.21120    EA             0.000 VilaNova
 273583841 297.89990  45.46657    EB             0.000 VilaNova
 273594336 297.92958  47.39060    EB             0.000 VilaNova
 273629437 300.90981  39.91664    EB             0.000 VilaNova
 273697554 339.45159 -80.91844    EA             0.000 VilaNova
 273778807 298.20754  42.20112    EW             0.000 VilaNova
 273782052 298.11560  42.97877    EW             0.000 VilaNova
 273792220  30.55039 -62.59204    EA             0.000 VilaNova
 273865522 298.20652  44.66463    EW             0.000 VilaNova
 273872891 298.14884  47.27719    EW             0.000 VilaNova
 273874851 298.37111  47.81391    EB             0.000 VilaNova
 273885188 304.69675  36.34058    EW             0.000 VilaNova
 274039311  48.65212   2.75455    EA             0.000 VilaNova
 274129522 298.44855  45.10417    EA             0.000 VilaNova
 274238240 250.16829  49.51999    EA             0.000 VilaNova
 274347939 300.58075  39.91910    EA             0.000 VilaNova
 274348764 300.51639  39.76565    EB             0.000 VilaNova
 274509791 254.07564  52.69843    EB             0.000 VilaNova
 274575202 254.82531  53.80729    EA             0.000 VilaNova
 274599035 255.25507  49.38792    EB V1041 Her   0.072     GCVS
 274602479  91.56350  48.37026    EA             0.000 VilaNova
 274645120 301.22131  37.75325    EB             0.000 VilaNova
 274676647 256.28777  49.20885    EW             0.000 VilaNova
 274700641  92.07401  53.14211    EW             0.000 VilaNova
 274945059 233.67239  26.71428    EA             0.000 VilaNova
 274969703 257.74975  46.28896    EB V1045 Her   0.055     GCVS
 275051466 323.09622  37.54829    EA             0.000 VilaNova
 275259749  11.41281  74.98807    EA             0.000 VilaNova
 275423476 320.07041  64.75669    EA             0.000 VilaNova
 275537496 304.79858  44.26306    EB             0.000 VilaNova
